Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,72.660004,72.889999,71.989998,72.750000,67.536644,3907100
2017-01-04,73.099998,74.239998,73.099998,73.809998,68.520668,5316200
2017-01-05,72.330002,72.720001,70.849998,72.559998,67.360237,7096300
2017-01-06,71.980003,72.230003,71.180000,71.440002,66.320511,5235100
2017-01-09,71.550003,71.870003,71.360001,71.430000,66.311226,3807100
2017-01-10,71.379997,72.010002,71.010002,71.430000,66.311226,4681800
2017-01-11,71.680000,71.930000,71.330002,71.610001,66.478317,3479900
2017-01-12,71.430000,71.709999,70.790001,71.250000,66.144127,4163200
2017-01-13,71.070000,71.379997,70.029999,70.190002,65.160088,5332300
2017-01-17,70.760002,72.080002,70.629997,70.940002,65.856346,5424700
2017-01-18,68.000000,68.000000,66.349998,66.849998,62.059437,19063200
2017-01-19,66.330002,66.879997,65.059998,65.389999,60.704063,12274900
2017-01-20,65.389999,65.410004,63.779999,64.099998,59.506500,12983500
2017-01-23,64.070000,64.550003,63.549999,63.849998,59.274418,7909000
2017-01-24,63.849998,64.419998,63.610001,64.410004,59.794292,6084400
2017-01-25,64.730003,65.169998,64.660004,65.000000,60.342014,5702500
2017-01-26,64.849998,64.910004,64.120003,64.169998,59.571484,4393100
2017-01-27,64.550003,64.769997,62.939999,63.700001,59.135170,7472000
2017-01-30,63.700001,64.139999,63.490002,64.120003,59.525074,5220500
2017-01-31,63.799999,64.500000,63.450001,64.480003,59.859272,5735100
2017-02-01,63.980000,64.160004,63.459999,63.669998,59.107319,5307400
2017-02-02,63.910000,64.169998,63.660000,63.680000,59.116600,5518400
2017-02-03,63.860001,64.349998,63.520000,63.750000,59.181583,4965300
2017-02-06,63.770000,63.950001,63.360001,63.419998,58.875229,6003300
2017-02-07,63.880001,64.160004,63.450001,63.570000,59.014481,4256000
2017-02-08,63.509998,64.910004,63.380001,64.769997,60.128483,4511000
2017-02-09,64.769997,66.540001,64.610001,66.410004,61.650970,7754800
2017-02-10,66.510002,66.959999,65.220001,65.730003,61.019695,5520800
2017-02-13,65.620003,65.699997,64.529999,64.809998,60.719887,4218200
2017-02-14,64.519997,65.660004,64.519997,65.650002,61.506882,5115400
2017-02-15,65.500000,65.949997,65.239998,65.750000,61.600567,3974000
2017-02-16,65.769997,65.849998,65.029999,65.199997,61.085266,3325000
2017-02-17,65.239998,65.900002,64.919998,65.790001,61.638046,4235400
2017-02-21,66.260002,66.389999,65.790001,66.209999,62.031544,4838600
2017-02-22,66.059998,66.279999,65.599998,65.940002,61.778587,3029400
2017-02-23,66.040001,66.150002,64.870003,64.980003,60.879166,4867900
2017-02-24,65.260002,66.639999,64.930000,66.510002,62.312611,6909000
2017-02-27,66.389999,67.080002,66.230003,66.910004,62.687366,6839200
2017-02-28,66.910004,66.910004,57.299999,58.770000,55.061073,45305400
2017-03-01,58.779999,59.330002,57.349998,57.830002,54.180397,22808000
2017-03-02,58.000000,58.520000,57.750000,57.950001,54.292820,10976600
2017-03-03,58.240002,58.279999,57.090000,57.349998,53.730686,9057200
2017-03-06,57.299999,57.349998,56.000000,56.099998,52.559570,11313400
2017-03-07,56.099998,56.430000,55.049999,55.139999,51.660156,13236500
2017-03-08,55.439999,55.549999,55.000000,55.020000,51.547733,9417300
2017-03-09,55.000000,55.349998,54.410000,55.200001,51.716377,10878100
2017-03-10,55.349998,55.880001,55.049999,55.360001,51.866272,7591300
2017-03-13,55.380001,55.610001,54.840000,55.189999,51.707001,7522200
2017-03-14,55.200001,55.369999,54.680000,54.750000,51.294773,6000100
2017-03-15,54.599998,54.709999,54.119999,54.570000,51.126129,8525500
2017-03-16,54.400002,54.950001,54.250000,54.590000,51.144863,6354100
2017-03-17,54.700001,54.779999,54.290001,54.290001,50.863796,14193800
2017-03-20,54.549999,54.639999,53.939999,54.369999,50.938751,9164000
2017-03-21,54.410000,54.459999,53.230000,53.389999,50.020599,9146700
2017-03-22,53.349998,53.669998,52.770000,53.580002,50.198608,5869000
2017-03-23,53.480000,53.639999,53.049999,53.139999,49.786373,5722400
2017-03-24,53.250000,53.349998,52.910000,53.119999,49.767635,4351800
2017-03-27,53.000000,53.750000,52.849998,53.330002,49.964386,7644400
2017-03-28,53.189999,53.680000,53.180000,53.599998,50.217346,4395800
2017-03-29,53.650002,55.580002,53.549999,55.150002,51.669525,9848600
2017-03-30,55.060001,55.410000,54.869999,55.250000,51.763214,4870200
2017-03-31,55.200001,55.770000,55.130001,55.189999,51.707001,7457800
2017-04-03,55.220001,55.230000,53.849998,54.029999,50.620209,6970900
2017-04-04,53.820000,53.990002,52.980000,53.430000,50.058075,6578300
2017-04-05,53.549999,53.840000,52.720001,52.750000,49.420990,6810800
2017-04-06,53.160000,54.130001,53.070000,53.570000,50.189236,8672400
2017-04-07,53.470001,53.790001,52.970001,53.240002,49.880066,5782100
2017-04-10,53.480000,54.340000,53.400002,53.790001,50.395355,4978100
2017-04-11,53.810001,53.900002,53.139999,53.709999,50.320404,4917500
2017-04-12,53.360001,53.529999,53.189999,53.400002,50.029968,4534800
2017-04-13,53.490002,53.639999,53.290001,53.389999,50.020599,5087400
2017-04-17,53.360001,53.680000,53.099998,53.680000,50.292301,4702400
2017-04-18,53.599998,53.820000,53.430000,53.599998,50.217346,4371000
2017-04-19,53.790001,54.380001,53.709999,53.889999,50.489048,5419600
2017-04-20,54.209999,54.880001,54.110001,54.639999,51.191711,5843200
2017-04-21,54.540001,55.130001,54.540001,54.779999,51.322876,5948300
2017-04-24,55.160000,55.290001,54.419998,54.820000,51.360348,5717900
2017-04-25,54.900002,55.160000,54.799999,55.150002,51.669525,4096700
2017-04-26,55.369999,56.290001,55.209999,55.980000,52.447147,6273500
2017-04-27,55.980000,56.169998,55.680000,56.090000,52.550205,3881200
2017-04-28,56.080002,56.080002,55.360001,55.849998,52.325352,8424300
