Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,49.570000,49.849998,49.570000,49.790001,45.278454,1310200
2017-01-04,50.360001,50.970001,50.290001,50.840000,46.233315,1528800
2017-01-05,50.939999,51.450001,50.880001,51.220001,46.578880,2226300
2017-01-06,50.900002,51.009998,50.740002,50.869999,46.762733,1462300
2017-01-09,50.639999,50.939999,50.369999,50.660000,46.569691,1114200
2017-01-10,50.759998,50.959999,50.650002,50.740002,46.643230,915700
2017-01-11,50.650002,51.150002,50.450001,51.139999,47.010929,1461600
2017-01-12,51.299999,51.310001,50.820000,51.139999,47.010929,1252400
2017-01-13,51.250000,51.450001,51.110001,51.150002,47.020130,1190600
2017-01-17,51.209999,51.270000,50.779999,50.860001,46.753548,1497800
2017-01-18,50.790001,50.970001,50.110001,50.270000,46.211174,1292700
2017-01-19,50.180000,50.270000,49.970001,50.060001,46.018127,1117000
2017-01-20,50.130001,50.630001,49.939999,50.610001,46.523727,1364700
2017-01-23,50.590000,50.840000,50.310001,50.779999,46.680000,840400
2017-01-24,50.820000,51.410000,50.639999,51.369999,47.222359,1605300
2017-01-25,51.630001,52.200001,51.630001,52.080002,47.875038,1265500
2017-01-26,52.209999,52.240002,51.919998,52.189999,47.976154,1064700
2017-01-27,52.250000,52.320000,51.750000,51.900002,47.709572,1156600
2017-01-30,51.669998,51.990002,51.509998,51.759998,47.580868,1429800
2017-01-31,51.919998,52.180000,51.389999,51.770000,47.590061,1443000
2017-02-01,51.810001,51.959999,51.380001,51.660000,47.488945,1360400
2017-02-02,51.750000,51.799999,51.459999,51.580002,47.415405,1112500
2017-02-03,51.869999,52.150002,51.700001,51.830002,47.645218,1336300
2017-02-06,51.580002,51.700001,51.380001,51.529999,47.369442,1024100
2017-02-07,51.320000,51.450001,51.230000,51.320000,47.176399,1140100
2017-02-08,51.320000,51.520000,50.919998,51.520000,47.360256,1245700
2017-02-09,51.700001,51.990002,51.590000,51.910000,47.718758,1356200
2017-02-10,52.230000,52.299999,52.119999,52.169998,47.957767,1192700
2017-02-13,52.360001,52.470001,52.250000,52.349998,48.123234,1389400
2017-02-14,52.480000,52.599998,52.259998,52.470001,48.233547,1329400
2017-02-15,52.430000,52.900002,52.410000,52.900002,48.628834,1267800
2017-02-16,53.020000,53.180000,52.930000,52.970001,48.693180,1483400
2017-02-17,52.869999,53.070000,52.560001,53.029999,48.748329,1089300
2017-02-21,52.959999,53.220001,52.849998,53.099998,48.812679,2162600
2017-02-22,52.939999,53.740002,52.900002,53.669998,49.336655,2598500
2017-02-23,53.939999,54.439999,53.480000,53.540001,49.217159,2181200
2017-02-24,53.410000,53.650002,52.709999,52.840000,48.573673,2278000
2017-02-27,53.000000,53.000000,52.189999,52.730000,48.472557,2226200
2017-02-28,52.259998,52.669998,51.549999,51.599998,47.433784,2316400
2017-03-01,52.110001,52.240002,51.639999,52.160000,47.948570,2759500
2017-03-02,53.549999,53.549999,51.220001,51.490002,47.332672,2983200
2017-03-03,51.419998,52.139999,51.389999,52.099998,47.893417,2055900
2017-03-06,51.919998,52.430000,51.650002,52.369999,48.141621,1737200
2017-03-07,52.410000,52.610001,52.169998,52.230000,48.012924,1407000
2017-03-08,52.410000,52.500000,51.919998,52.000000,47.801495,1813100
